P9	P14	P41	P43	P46	P47	P74	P75	P82	P84	P102	P107	P167	P178	P179	P186	P190	P191	P196	P212	P225	P261	P265	P266	P276	P291	P294	P295	P301	P304	P143	P149	Domain	Phylum	Class	Order	Family	Genus	Species
220	70	49	35	19	180	158	331	42	73	131	64	706	28	56	34	92	29	84	22	30	91	563	16	332	68	160	38	80	54	393	104	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Herbaspirillum	Herbaspirillum sp. meg3
42	90	71	26	2	82	0	30	41	15	53	91	37	35	30	8	73	24	27	10	15	130	41	1	10	77	45	31	51	47	29	161	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Herminiimonas	Herminiimonas arsenicoxydans
103	98	34	30	29	123	410	159	26	143	270	65	381	28	20	10	50	12	24	17	28	51	105	9	324	76	242	39	96	44	417	70	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Herminiimonas	Herminiimonas arsenitoxidans
383	89	197	87	20	453	522	233	44	151	103	130	541	96	72	170	259	69	37	21	39	105	293	11	194	65	323	55	80	192	577	212	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Janthinobacterium	Janthinobacterium agaricidamnosum
194	41	52	42	11	238	89	182	38	41	52	32	346	44	19	42	119	30	75	13	21	43	197	6	354	15	60	32	39	56	155	102	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Janthinobacterium	Janthinobacterium lividum
167	22	136	6	4	162	441	133	18	133	49	19	247	12	16	57	216	36	76	24	19	19	80	5	349	19	326	10	27	11	436	55	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Janthinobacterium	Janthinobacterium sp. 1_2014MBL_MicDiv
113	457	55	20	7	132	122	181	37	36	70	115	153	30	23	57	106	24	24	4	13	71	128	10	96	53	47	29	158	32	16	48	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Janthinobacterium	Janthinobacterium sp. 17J80.10
37	497	36	126	23	58	3	37	113	21	45	63	23	31	207	10	20	13	28	24	33	280	31	9	110	488	91	186	305	109	67	80	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Janthinobacterium	Janthinobacterium sp. B9.8
81	32	48	8	6	77	3	83	13	3	31	18	76	16	11	39	72	20	3	1	7	31	34	9	14	19	30	25	47	24	14	62	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Janthinobacterium	Janthinobacterium sp. LM6
70	47	22	11	4	42	3	78	47	12	27	75	62	29	51	29	44	17	8	6	8	75	45	6	22	93	27	28	91	10	42	47	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Janthinobacterium	Janthinobacterium sp. Marseille
165	11	135	16	4	198	29	70	40	18	71	33	78	207	83	159	60	58	68	9	11	17	49	6	59	32	77	16	29	36	137	48	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Janthinobacterium	Janthinobacterium sp. SNU WT3
73	12	28	7	10	78	290	80	5	102	52	21	131	18	6	34	133	13	128	85	10	9	40	4	466	11	161	9	20	13	166	23	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Janthinobacterium	Janthinobacterium svalbardensis
453	272	96	44	3	355	660	319	24	201	132	98	540	29	32	148	251	66	66	41	32	71	141	10	421	101	518	58	212	35	661	155	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia albidiflava
306	35	69	15	8	274	9	164	11	11	70	31	263	10	14	140	280	51	17	14	17	23	181	14	62	16	60	12	57	23	24	101	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia armeniaca
514	133	126	28	23	463	489	338	25	191	425	120	652	32	35	170	432	71	62	26	48	42	362	14	310	27	290	50	101	36	350	166	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia flava
419	56	138	25	12	376	264	320	18	109	119	67	491	16	9	219	482	49	180	34	55	45	269	13	584	40	202	44	72	39	792	120	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia lutea
911	169	166	41	34	407	55	289	61	42	386	236	474	39	53	1052	524	72	44	24	50	70	311	24	174	57	174	60	155	70	62	235	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia oculi
494	91	94	40	12	288	103	269	42	45	77	102	286	15	21	254	252	44	62	28	18	53	122	5	356	49	131	64	92	27	83	107	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia plicata
639	520	203	67	33	528	127	499	73	106	188	113	562	29	228	373	465	89	75	35	52	351	352	28	221	327	176	288	746	211	254	547	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia putida
10	0	0	0	0	4	0	1	0	0	0	1	2	0	0	17	10	0	0	0	0	3	3	0	0	0	0	0	0	0	0	6	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia sp. Dwa41.01b
392	83	135	40	17	328	510	230	25	184	55	51	399	63	25	198	334	52	55	18	49	48	206	8	419	69	360	59	80	60	651	154	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia sp. NR 4.1
14	0	0	0	0	6	0	2	0	0	0	0	1	0	3	13	6	1	2	0	0	1	2	0	7	0	0	0	2	0	0	2	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia sp. Se16.2.3
847	68	166	42	27	527	266	245	23	113	155	80	472	25	24	820	384	81	214	14	37	21	325	31	897	28	214	111	111	109	42	473	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia sp. WG5
368	45	66	18	10	284	92	171	12	53	90	72	323	23	13	171	234	54	10	13	14	19	137	6	595	9	63	22	65	31	259	137	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia sp. YMA4
510	588	109	76	40	480	263	758	28	137	272	85	1055	37	169	134	320	38	109	25	46	257	664	21	457	363	185	255	781	111	845	143	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia umbonata
664	167	102	68	28	397	548	328	55	184	354	107	925	52	177	234	270	60	59	26	44	181	655	17	400	254	311	211	401	64	711	207	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia violaceinigra
251	140	115	28	8	284	229	195	47	74	71	120	288	35	49	88	215	42	135	19	18	74	114	14	703	57	121	34	140	47	110	90	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Noviherbaspirillum	Noviherbaspirillum sp. UKPF54
75	543	185	897	72	450	19	64	442	66	152	65	39	387	621	41	40	43	108	24	130	582	7	26	230	553	254	321	541	288	60	267	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Oxalobacter	Oxalobacter formigenes
37	90	44	5	11	8	1	26	6	14	15	84	8	30	9	16	18	17	8	10	12	51	12	4	21	49	15	28	74	29	3	20	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Undibacterium	Undibacterium parvum
37	47	29	45	16	23	1	41	33	9	29	23	54	15	4	7	42	20	12	11	6	62	24	7	10	87	40	37	52	19	12	47	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Undibacterium	Undibacterium sp. KW1
46	83	28	49	7	30	11	15	31	6	20	21	43	29	11	11	18	5	15	8	5	132	19	11	19	86	161	55	73	26	7	65	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Undibacterium	Undibacterium sp. YM2
244	635	419	259	72	315	336	1935	412	125	603	3180	49	147	403	308	425	97	138	82	135	222	253	31	107	242	296	546	294	329	56	435	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Aneurinibacillus	Aneurinibacillus soli
270	719	328	1383	33	216	69	1045	977	46	361	1616	202	145	1088	287	111	118	119	66	72	588	241	27	494	458	287	392	222	331	70	685	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Aneurinibacillus	Aneurinibacillus sp. XH2
377	165	618	280	55	498	471	971	480	202	541	1937	179	417	318	530	300	177	326	62	69	341	453	33	267	387	382	171	180	242	56	457	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Brevibacillus agri
555	653	686	1383	114	726	405	3069	1031	248	1509	5226	176	151	869	451	634	191	306	120	184	712	354	81	485	670	1187	508	527	660	96	1086	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Brevibacillus brevis
216	206	285	83	18	300	75	560	189	37	276	727	20	449	203	349	179	127	197	21	32	177	124	13	103	204	192	106	142	122	28	315	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Brevibacillus formosus
748	1166	1322	2360	225	2272	321	4750	2499	332	2043	9328	158	1289	2575	1373	553	737	814	425	359	1280	542	97	727	1416	1022	1191	941	1573	328	1573	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Brevibacillus laterosporus
19	3	13	2	1	29	1	58	15	0	133	235	5	16	25	17	27	12	19	4	1	8	51	6	3	35	38	10	3	65	0	14	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Brevibacillus sp. 7WMA2
232	316	289	219	22	410	375	690	122	106	190	904	282	90	592	71	209	94	215	42	93	311	302	15	813	209	243	143	158	204	327	237	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Brevibacillus sp. SCSIO 07484
293	169	294	268	100	252	91	1654	389	70	481	2035	34	101	330	318	171	93	76	87	164	391	133	28	94	362	587	208	112	418	44	373	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Cohnella	Cohnella abietis
231	118	302	65	20	254	115	448	132	111	183	918	243	37	191	98	210	119	61	61	27	305	266	35	537	246	243	128	192	114	140	397	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Cohnella	Cohnella candidum
181	143	300	670	51	275	176	850	401	67	607	1404	77	60	211	134	270	99	137	50	70	307	130	14	103	276	260	218	141	208	54	288	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Cohnella	Cohnella sp. KS 22
186	200	184	216	11	177	231	396	271	103	132	606	65	48	103	91	210	85	68	42	48	174	110	8	69	155	274	100	139	130	169	273	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Cohnella	Cohnella sp. MFER.1
166	89	280	245	22	334	162	630	382	112	243	1891	100	188	230	103	129	57	98	139	76	218	193	20	79	265	201	130	82	190	43	268	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus albus
441	314	846	708	140	952	235	2631	803	147	1031	6848	103	589	483	697	373	273	450	106	190	433	344	25	303	474	585	335	278	565	115	696	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus alvei
440	411	612	915	137	1214	277	1452	818	203	861	2825	74	1289	343	610	256	403	416	103	396	607	181	62	210	454	830	592	402	1057	191	680	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus antarcticus
298	566	414	183	86	557	118	4569	585	104	1015	6220	58	244	294	328	152	108	229	161	98	275	221	27	153	376	422	324	249	229	48	443	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus baekrokdamisoli
232	316	315	251	35	216	75	724	338	78	409	1138	146	40	414	157	185	72	119	72	49	323	166	17	97	240	273	195	369	184	39	411	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus barcinonensis
188	113	284	69	25	296	158	891	167	77	601	1581	182	67	181	117	395	86	81	44	75	149	287	14	88	169	147	73	105	116	41	336	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus beijingensis
299	336	240	110	21	260	238	564	179	97	451	1135	88	133	184	141	237	72	187	92	35	258	176	13	587	338	325	140	137	77	19	236	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus borealis
512	428	974	1064	109	822	237	1105	660	177	845	3199	115	659	474	554	186	280	468	116	223	510	286	57	478	402	923	406	301	507	134	788	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus bovis
135	462	148	265	34	224	3	852	188	14	255	2320	15	60	195	200	107	43	83	38	55	345	80	14	86	592	202	281	331	345	37	333	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus brasilensis
243	660	343	400	53	245	282	694	283	127	453	1217	54	69	305	138	243	116	145	60	80	286	123	21	388	476	211	334	334	206	39	324	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus cellulosilyticus
322	202	333	66	23	255	493	635	168	135	224	921	400	33	258	199	198	109	101	48	31	142	477	16	175	255	333	122	79	112	292	291	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus cellulositrophicus
406	551	448	968	87	531	556	1679	776	217	609	2518	247	337	946	362	327	150	198	60	137	480	288	25	646	262	305	400	231	371	112	523	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus chitinolyticus
526	317	1209	1508	190	1740	158	3038	1190	121	1131	5146	59	1682	916	1342	253	381	768	328	518	701	277	97	579	650	1297	714	340	1207	140	929	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus crassostreae
312	185	379	304	46	731	786	843	284	251	379	1859	377	194	186	227	169	186	121	58	96	226	405	31	345	282	813	201	116	236	571	370	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus donghaensis
429	508	505	336	34	529	123	1277	493	80	608	1749	210	317	340	317	396	192	245	118	96	603	344	36	165	521	519	255	159	342	140	446	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus durus
